Daytime/evening attendance,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,3.918,2,1,0.636,0,1,0,1,0,3,0,0,5,10,0,0.0,0,5,5,0,0.0,0
1,3.455,1,1,4.064,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,2.727,2,3,2.164,0,0,0,1,0,2,0,0,5,0,0,0.0,0,5,0,0,0.0,0
1,2.727,1,1,2.445,0,0,1,1,0,1,0,0,5,9,1,6.5,0,5,5,0,0.0,0
1,4.455,3,3,3.091,0,0,1,1,1,1,0,0,8,8,7,6.666,0,8,8,7,6.666,1
1,4.482,3,3,2.5,0,0,1,1,0,2,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,5.455,2,1,5.891,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,4.364,2,3,4.636,0,0,1,1,0,1,0,0,7,7,6,6.85,0,7,7,6,6.85,1
1,3.918,1,2,2.727,0,1,0,1,0,2,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,4.182,1,2,3.964,0,0,1,1,0,1,0,4,9,12,9,6.727,2,7,9,6,6.938,0
1,4.0,3,3,2.909,0,0,1,1,0,1,0,0,8,8,7,6.1,0,8,8,7,6.1,1
1,4.545,2,2,2.727,0,0,1,1,0,1,0,0,5,8,3,5.0,0,5,10,4,5.5,0
1,1.818,1,2,2.2,0,0,1,1,1,2,0,0,6,7,5,6.5,0,6,7,6,6.429,1
0,3.918,3,3,0.5,0,0,1,1,0,2,0,0,6,11,6,6.0,0,6,6,6,7.0,1
1,3.545,1,1,2.727,0,0,1,1,0,1,0,0,8,8,7,7.514,0,8,8,7,7.514,1
1,2.364,1,2,1.918,0,0,1,1,0,1,0,0,6,8,6,6.0,0,6,7,6,5.857,1
1,3.636,1,3,3.509,0,0,1,1,0,1,0,0,6,8,5,6.0,0,6,8,5,6.2,1
1,3.636,1,3,3.636,0,0,0,1,0,2,0,3,7,7,3,6.833,3,8,8,3,5.667,0
1,2.364,3,1,1.918,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,5.182,3,2,4.036,0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,2.455,2,3,3.727,0,1,0,1,0,1,0,0,6,6,1,7.0,0,6,7,0,0.0,0
1,4.636,1,1,3.182,0,0,1,1,0,1,0,0,6,6,0,0.0,0,6,7,0,0.0,0
1,3.918,1,2,1.455,0,0,1,1,0,1,0,0,7,8,7,6.188,0,7,11,5,6.292,1
1,3.918,3,2,3.455,0,0,0,1,0,2,0,0,7,0,0,0.0,0,8,0,0,0.0,0
1,2.727,1,2,2.727,0,0,1,1,0,2,0,14,18,21,18,5.711,10,13,16,13,5.538,1
1,5.273,2,3,4.073,0,0,1,1,0,1,0,0,7,7,6,6.675,0,7,7,6,6.675,1
1,3.636,1,1,2.0,0,0,1,1,1,2,0,0,6,6,6,7.5,0,6,6,2,8.0,1
1,2.727,2,3,2.373,0,0,1,1,0,1,0,0,5,9,2,5.25,0,5,5,0,0.0,0
1,2.727,1,1,2.727,0,0,0,1,0,1,0,0,6,0,0,0.0,0,4,6,0,0.0,0
1,3.909,3,3,2.7,0,0,1,1,0,1,0,0,5,8,5,6.625,0,5,6,5,5.917,1
1,3.545,3,2,2.464,0,0,1,1,0,1,0,0,5,10,0,0.0,0,5,5,0,0.0,0
1,4.545,1,1,3.727,0,0,1,0,1,1,0,0,8,8,8,6.941,0,8,8,8,6.941,1
1,3.364,1,2,3.718,0,0,1,0,0,1,0,0,6,8,6,5.667,0,6,8,5,6.3,1
1,3.727,2,2,4.082,0,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,3.818,1,2,3.373,0,0,1,0,0,1,0,0,6,7,6,6.429,0,6,7,6,6.833,1
1,2.091,3,3,1.836,0,1,1,0,0,1,0,0,6,6,5,5.8,0,6,6,6,6.25,1
1,2.273,2,1,1.7,0,0,1,0,1,1,0,0,6,9,5,5.7,0,6,6,6,5.667,1
1,5.455,2,3,5.245,0,1,1,0,1,1,0,2,7,7,7,6.786,5,9,9,9,6.889,1
1,3.918,3,3,3.0,0,0,1,0,0,2,0,0,7,13,6,5.917,0,7,8,7,6.114,1
1,4.636,2,2,4.8,0,0,1,0,1,1,0,0,7,7,7,7.214,0,7,7,7,7.071,1
1,4.182,3,3,3.2,0,0,1,0,1,1,0,0,6,8,6,6.143,0,6,9,5,6.2,1
1,4.545,2,1,4.709,0,0,1,0,0,1,0,0,5,7,5,7.2,0,5,5,5,6.9,1
1,4.818,3,1,3.691,0,0,1,0,1,1,0,0,7,8,7,6.575,0,8,9,8,7.534,1
1,3.636,1,3,3.636,0,1,0,1,0,2,1,0,5,6,0,0.0,0,5,5,0,0.0,0
1,3.918,1,1,0.909,0,1,1,1,0,1,1,0,5,5,0,0.0,0,6,8,0,0.0,0
1,3.545,3,3,2.636,0,0,1,0,1,1,0,0,8,8,7,6.171,0,8,8,7,6.171,1
1,2.545,2,3,2.927,0,0,1,0,0,1,0,0,6,10,4,5.25,0,6,14,1,5.5,0
1,5.455,3,1,5.455,0,0,1,1,0,1,0,0,5,5,5,5.3,0,5,8,5,5.8,1
0,3.918,3,3,4.136,0,0,1,0,0,3,0,0,6,6,0,0.0,0,6,6,0,0.0,0
1,2.909,2,3,3.391,0,0,1,0,1,1,0,0,6,8,4,5.625,0,6,6,6,6.0,1
1,3.364,3,3,3.364,0,0,1,1,0,2,1,3,9,11,6,5.25,4,10,10,10,5.85,1
1,3.727,2,1,3.409,0,0,1,0,0,1,0,0,7,7,7,6.729,0,8,8,8,7.256,1
1,3.636,2,2,2.909,0,0,1,0,0,1,0,0,5,6,5,6.3,0,5,8,4,6.167,1
1,3.636,2,2,2.345,0,0,0,0,0,1,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,3.636,1,2,2.873,0,0,1,0,0,1,0,0,6,6,6,6.833,0,6,8,5,6.8,1
1,2.909,2,2,2.4,0,1,1,0,1,1,0,0,5,5,5,5.8,0,5,5,5,5.9,1
1,2.182,3,3,2.727,0,0,1,0,0,2,0,0,6,9,6,6.286,0,6,10,5,6.417,0
1,4.818,3,3,3.391,0,0,1,0,0,1,0,0,6,7,5,5.9,0,6,7,5,5.7,0
1,4.636,2,3,3.236,0,0,1,0,1,1,0,0,6,8,6,5.667,0,6,6,6,5.917,1
1,3.545,3,3,2.591,0,0,1,0,0,1,0,0,6,6,6,5.333,0,6,6,6,5.75,1
1,4.273,2,2,4.055,0,0,1,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,4.545,1,1,4.545,0,0,1,0,0,1,0,2,6,9,6,6.667,1,6,9,4,5.75,1
1,2.727,2,3,2.536,0,0,1,0,1,1,0,0,6,6,5,6.5,0,6,7,6,6.417,1
1,4.909,3,3,3.455,0,0,1,0,1,1,0,0,8,11,7,6.454,0,8,11,7,6.454,1
1,3.0,1,2,2.109,0,0,1,0,0,1,0,0,6,12,4,6.0,0,6,11,1,5.0,0
1,5.636,1,3,6.082,0,0,1,0,0,1,0,0,6,6,6,7.667,0,6,9,6,7.917,1
1,3.918,3,1,0.909,0,1,0,1,0,2,1,6,7,7,6,6.5,2,6,6,2,7.0,0
0,4.545,3,3,1.0,0,0,1,0,0,2,0,0,6,7,6,6.25,0,6,6,6,6.083,1
1,3.909,1,1,2.864,0,0,1,0,1,1,0,0,6,7,6,6.5,0,6,6,6,7.167,1
1,4.364,3,3,3.345,0,0,1,1,0,1,0,0,5,6,4,5.875,0,5,10,5,6.286,1
1,4.727,2,2,3.9,0,0,1,1,0,1,0,0,5,5,4,6.25,0,5,5,4,7.125,1
1,2.273,1,1,4.027,0,0,1,1,0,2,0,16,17,19,17,5.806,14,17,22,17,6.028,1
1,3.182,1,1,2.773,0,0,1,1,0,1,0,0,6,6,6,7.0,0,6,6,6,7.333,1
1,7.273,1,1,4.918,0,1,0,1,0,2,0,0,6,8,0,0.0,0,6,10,0,0.0,0
0,4.545,1,1,0.909,0,0,1,1,0,2,0,0,5,5,5,6.9,0,5,6,5,6.917,1
1,1.818,1,2,2.255,0,0,0,1,0,1,0,0,5,6,0,0.0,0,5,5,0,0.0,0
1,2.182,1,2,1.991,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,4.364,1,2,3.218,0,0,1,1,1,1,0,0,5,9,4,6.125,0,5,9,3,6.167,0
1,4.545,3,3,4.545,0,0,1,1,0,1,0,0,6,12,3,5.75,0,6,12,3,6.833,0
1,4.545,1,2,4.545,0,0,1,1,0,2,0,2,7,9,6,6.286,5,9,9,9,6.278,1
1,3.818,1,1,3.436,0,0,1,1,0,1,0,0,6,9,6,6.0,0,6,10,5,6.083,0
1,5.273,2,3,3.782,0,0,1,1,0,1,0,8,12,17,11,6.0,4,12,21,12,6.154,1
1,3.818,1,1,2.673,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,3.273,2,3,3.627,0,0,1,1,1,1,0,1,7,9,6,6.0,2,6,6,6,5.583,1
1,2.727,1,3,2.127,0,0,1,1,1,1,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,2.636,3,3,2.0,0,0,0,1,0,1,0,0,5,5,0,0.0,0,5,0,0,0.0,0
1,2.727,3,3,4.545,0,0,1,1,0,2,0,0,6,15,4,5.25,0,6,16,4,6.25,0
1,5.455,3,3,5.455,0,0,1,1,0,1,0,0,6,8,5,6.429,0,6,11,6,6.15,1
1,4.545,1,2,5.455,0,0,1,1,0,2,0,0,5,7,2,6.5,0,5,11,1,5.0,0
0,2.364,3,3,2.382,0,0,1,1,0,1,0,9,11,11,11,6.227,3,11,17,8,6.375,1
1,2.727,1,2,2.764,0,0,1,1,0,1,0,0,5,6,3,5.5,0,5,6,0,0.0,0
1,7.273,1,2,5.909,0,0,1,1,1,1,0,0,6,6,6,7.75,0,6,6,6,7.083,1
1,3.0,1,1,3.036,0,0,1,1,0,1,0,0,6,8,6,6.167,0,6,6,6,6.833,1
1,3.636,2,3,3.291,0,0,1,1,1,1,0,0,6,7,6,5.667,0,6,8,6,6.143,1
1,2.455,3,3,2.773,0,0,1,1,0,1,0,0,6,12,0,0.0,0,6,0,0,0.0,0
1,3.636,2,3,2.955,0,0,1,1,0,1,0,0,5,11,4,6.0,0,5,9,5,6.3,1
0,3.909,3,3,4.473,0,1,1,1,0,2,0,0,5,11,2,6.25,0,5,9,2,5.75,0
1,3.455,1,1,3.745,0,0,1,1,0,1,0,6,12,12,12,6.833,4,11,16,11,6.5,1
1,3.918,1,2,2.727,0,1,0,1,0,2,0,0,6,17,2,7.25,0,6,13,0,0.0,0
1,3.0,1,1,2.427,0,0,1,1,1,1,0,0,6,10,4,6.6,0,6,8,0,0.0,0
1,5.455,1,1,5.455,0,0,1,1,1,1,0,1,7,11,5,6.083,4,8,14,5,7.4,0
1,3.918,3,3,2.5,0,0,1,0,0,3,0,0,6,10,4,5.625,0,6,6,6,5.667,1
1,4.545,1,1,4.327,0,0,1,1,1,1,0,0,6,8,6,7.583,0,6,7,6,7.214,1
1,3.273,1,1,3.118,0,0,1,0,1,1,0,0,6,8,6,5.583,0,6,7,4,6.7,1
1,3.918,3,3,2.364,0,0,1,0,1,2,0,0,7,8,6,5.492,0,7,8,6,5.492,1
1,2.818,2,1,2.855,0,0,1,0,1,1,0,0,6,8,4,5.375,0,6,11,5,5.75,1
1,4.545,1,1,4.8,0,0,0,0,1,1,0,7,12,15,11,6.692,4,9,13,7,7.143,1
0,3.727,2,3,3.182,0,0,1,1,0,2,0,0,6,13,0,0.0,0,6,6,0,0.0,0
1,3.091,2,2,3.282,0,0,1,1,0,1,0,0,5,7,4,6.5,0,5,9,5,7.417,1
1,2.727,3,3,5.982,0,0,1,1,0,2,0,0,6,9,6,8.056,0,6,7,6,6.75,1
1,3.918,1,1,2.364,0,0,1,1,0,1,0,0,6,8,6,5.75,0,6,8,6,5.5,1
1,1.818,1,1,1.818,0,0,1,1,0,1,0,0,6,15,4,5.375,0,6,12,2,5.25,0
1,3.918,2,1,0.655,0,0,1,1,1,2,0,0,6,10,4,5.8,0,6,8,5,6.5,1
1,3.918,1,1,0.909,0,1,1,1,0,2,0,0,7,21,0,0.0,0,7,7,0,0.0,0
1,4.545,1,1,4.545,0,0,1,1,0,2,0,0,5,5,5,6.9,0,5,7,5,7.071,1
1,3.636,1,3,3.455,0,0,1,1,0,1,0,0,7,8,7,6.793,0,8,8,8,7.344,1
1,1.818,1,1,2.3,0,0,1,1,0,1,0,0,6,8,6,6.929,0,6,8,5,6.5,1
1,6.364,1,3,6.364,0,0,1,1,1,1,0,0,6,9,6,6.722,0,6,9,5,6.3,1
1,4.364,3,3,3.918,0,0,1,1,0,1,0,0,6,6,6,7.0,0,6,7,6,6.929,1
1,3.273,1,1,2.636,0,1,1,1,0,1,0,0,6,10,1,6.0,0,6,0,0,0.0,0
0,2.727,3,2,6.0,0,0,1,1,0,2,0,0,5,5,5,7.1,0,5,6,5,6.917,1
1,2.909,3,3,3.009,0,0,0,0,0,1,0,0,6,12,3,5.5,0,6,12,3,6.0,0
1,4.0,2,3,4.191,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,4.0,2,3,3.882,0,0,1,1,0,1,0,9,13,13,13,7.0,7,12,13,12,6.5,1
1,4.545,1,1,3.473,0,0,1,0,0,3,1,0,7,0,0,0.0,0,8,0,0,0.0,0
1,3.364,1,1,3.336,0,0,0,1,0,1,0,0,1,1,0,0.0,0,6,0,0,0.0,0
1,4.818,2,3,6.027,0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,2.273,1,1,2.373,0,0,1,0,0,1,1,0,6,6,6,6.75,0,6,6,6,7.167,1
1,3.727,2,3,3.073,0,0,1,0,0,1,0,0,7,0,0,0.0,0,8,0,0,0.0,0
1,5.091,2,3,5.727,0,0,1,0,1,1,0,15,17,18,17,6.694,15,17,18,17,7.444,1
1,4.545,2,1,4.545,0,0,0,0,0,3,0,0,7,0,0,0.0,0,8,0,0,0.0,0
1,4.091,2,1,3.809,0,0,1,1,0,1,0,6,12,12,12,6.792,4,11,12,11,6.792,1
1,3.918,1,1,4.545,0,1,0,1,0,2,0,0,5,5,0,0.0,0,5,5,0,0.0,0
0,2.727,2,2,2.273,0,0,1,1,0,2,0,0,5,9,1,5.0,0,5,5,0,0.0,0
0,3.918,3,3,7.091,0,0,1,1,0,2,0,0,5,5,5,7.6,0,5,5,5,7.6,1
1,3.636,2,1,1.027,0,0,1,1,0,1,0,0,6,12,4,6.4,0,6,17,0,0.0,0
1,3.182,2,1,2.964,0,0,1,1,0,1,0,0,5,7,5,5.583,0,5,5,4,5.5,0
1,5.545,1,1,3.845,0,0,1,1,0,1,0,0,8,9,7,6.414,0,8,9,7,6.414,1
1,2.0,1,1,1.973,0,1,0,1,0,1,0,0,6,6,6,6.25,0,6,10,4,6.3,0
1,2.727,3,3,0.791,0,0,1,1,1,2,0,0,5,12,3,5.0,0,5,10,3,6.2,1
1,4.545,2,1,4.545,0,0,0,0,0,1,1,0,6,6,6,5.75,0,6,10,4,6.625,1
1,4.545,1,1,4.545,0,1,0,0,0,2,1,0,8,11,7,5.664,0,8,11,7,5.664,0
1,4.818,3,1,3.982,0,0,1,0,0,1,0,0,7,7,6,6.517,0,7,7,6,6.517,1
1,3.918,3,3,0.909,0,0,1,0,0,3,1,0,6,8,6,6.083,0,6,7,4,5.875,1
1,4.182,1,3,3.709,0,0,1,0,0,1,0,0,5,7,5,7.2,0,5,5,5,6.8,1
1,3.636,3,2,1.473,0,0,1,0,0,2,0,0,7,14,0,0.0,0,7,14,0,0.0,0
1,4.636,3,2,3.236,0,0,1,0,1,1,0,0,6,6,6,6.333,0,6,6,6,6.0,1
1,2.818,3,2,2.5,0,1,0,0,0,1,0,0,6,14,2,6.0,0,6,14,3,5.833,0
1,2.727,3,3,2.955,0,0,0,0,0,2,0,0,5,6,0,0.0,0,5,5,0,0.0,0
1,3.545,3,3,3.9,0,0,1,0,0,1,0,0,5,5,3,5.833,0,5,10,4,5.4,0
1,3.918,3,3,1.182,0,0,1,0,0,3,0,0,6,0,0,0.0,0,6,0,0,0.0,0
0,0.909,2,2,1.545,0,0,1,0,0,3,0,0,5,12,1,5.0,0,5,10,0,0.0,0
1,3.918,3,1,0.909,0,0,1,1,0,2,1,0,7,8,0,0.0,0,6,9,0,0.0,0
0,3.918,3,3,0.909,0,0,1,0,0,2,0,0,6,11,4,6.125,0,6,16,3,6.0,0
1,4.455,1,3,3.755,0,0,1,0,0,1,0,0,6,10,4,6.0,0,6,6,6,6.25,1
0,3.918,3,3,2.582,0,0,0,0,0,3,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,0.909,3,3,0.909,0,0,0,0,0,3,0,0,5,5,0,0.0,0,5,10,0,0.0,0
1,1.818,3,3,1.818,0,0,0,0,0,3,0,0,8,8,0,0.0,0,8,8,0,0.0,0
0,3.918,3,3,0.909,0,0,1,0,1,2,0,11,16,16,16,6.344,11,13,13,13,6.0,1
1,3.0,3,3,1.473,0,0,1,0,0,3,0,9,13,22,10,5.2,4,9,18,6,5.333,1
1,1.818,3,3,1.818,0,0,1,0,0,3,0,11,15,26,14,5.233,9,12,16,12,5.462,1
1,3.636,1,3,2.936,0,0,1,0,0,1,0,0,5,10,5,7.167,0,5,8,5,6.5,1
0,3.918,3,3,2.045,0,0,1,0,1,2,0,0,7,7,6,7.333,0,6,7,6,7.167,1
1,0.636,1,2,0.736,0,0,1,0,0,1,0,0,7,7,7,6.418,0,8,8,8,7.116,1
1,3.636,3,2,4.564,0,0,1,1,0,1,0,0,5,5,0,0.0,0,5,0,0,0.0,0
1,5.455,3,3,4.055,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,4.636,1,2,3.345,0,0,1,1,0,1,0,0,8,8,8,6.624,0,8,8,8,6.624,1
1,2.364,1,1,2.145,0,0,1,0,1,1,0,0,5,6,3,7.0,0,5,8,5,6.2,1
1,4.091,1,2,3.327,0,0,1,0,1,1,0,0,6,8,6,6.812,0,6,7,6,6.083,1
1,4.909,2,3,3.7,0,0,1,0,1,1,0,0,7,8,7,7.425,0,8,9,8,7.806,1
1,1.636,1,2,1.445,0,0,1,1,0,1,0,0,5,9,4,5.375,0,5,6,5,5.7,1
1,3.918,3,3,0.909,0,0,1,0,0,3,1,0,6,0,0,0.0,0,6,0,0,0.0,0
1,3.918,3,3,2.727,0,1,0,1,0,3,0,0,6,8,0,0.0,0,6,10,0,0.0,0
0,3.636,3,3,2.636,0,0,0,1,0,3,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,3.918,3,3,1.818,0,1,0,0,0,2,0,0,6,17,5,6.5,0,6,11,4,5.875,0
0,2.727,3,3,2.727,0,0,1,0,0,3,0,6,8,12,8,6.188,4,9,11,5,6.2,1
1,3.727,2,2,2.709,1,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,3.918,3,3,4.145,0,0,1,0,0,3,0,0,6,10,5,5.7,0,6,9,4,6.875,0
1,3.727,3,2,4.209,0,1,0,0,0,1,0,0,5,7,3,6.5,0,5,8,3,6.0,0
1,5.091,3,3,5.382,0,0,1,1,1,1,0,0,6,6,6,6.75,0,6,6,6,7.083,1
0,2.727,2,3,0.909,0,0,1,0,0,2,0,0,5,9,0,0.0,0,5,10,1,5.5,0
1,2.636,3,3,3.182,0,0,1,0,1,1,0,0,6,9,5,6.0,0,6,8,5,5.6,0
1,3.818,3,2,3.727,0,0,1,0,1,1,0,0,6,8,5,6.5,0,6,7,6,6.5,1
1,3.636,2,3,2.909,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,2.636,3,3,2.545,0,0,1,1,0,1,0,0,6,13,2,5.25,0,6,11,1,6.0,0
0,4.0,1,2,3.273,0,0,1,1,0,1,0,0,6,7,6,6.333,0,6,6,6,6.083,1
1,2.727,1,2,2.727,0,0,1,1,0,2,0,1,6,6,1,5.5,0,6,8,0,0.0,0
1,7.455,1,1,5.964,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,3.545,3,3,3.391,0,1,0,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,6.727,2,1,6.473,0,0,1,1,1,1,0,0,6,7,6,7.786,0,6,7,6,8.071,1
1,4.182,3,3,4.627,0,0,1,1,0,1,0,0,6,10,4,6.0,0,6,7,5,5.9,0
1,2.455,3,3,1.918,0,1,1,1,0,1,0,0,6,6,4,5.625,0,6,6,3,5.667,0
1,3.727,1,1,5.445,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,2.727,2,3,2.727,0,0,1,1,0,1,0,0,6,8,6,6.071,0,6,11,5,6.8,1
1,3.918,1,2,2.727,0,1,0,1,0,2,0,0,6,11,2,5.75,0,6,7,0,0.0,0
1,1.0,1,2,0.809,0,0,1,1,0,1,0,0,6,10,4,6.5,0,6,6,6,6.5,1
1,4.636,1,1,4.209,0,0,1,1,0,1,0,0,8,9,8,6.444,0,8,9,8,6.444,1
1,5.0,3,2,3.636,0,0,1,1,0,1,0,0,6,7,6,6.417,0,6,7,6,6.286,1
1,6.364,1,3,4.682,0,0,1,1,0,1,0,0,5,10,3,5.333,0,5,11,2,6.25,0
1,3.182,2,2,2.227,0,0,1,0,0,1,0,0,7,11,6,5.992,0,8,12,8,6.141,1
0,3.918,3,3,0.909,0,0,0,0,0,3,0,0,5,9,0,0.0,0,5,5,0,0.0,0
0,2.727,3,3,1.864,0,0,1,0,1,3,0,0,6,6,6,5.917,0,6,6,6,5.75,1
1,3.918,2,2,1.0,0,0,1,0,0,2,0,0,6,21,3,6.333,0,6,15,2,5.5,0
1,2.818,3,3,2.818,0,0,1,0,0,1,0,0,5,9,4,6.875,0,5,8,4,7.25,1
0,2.727,3,1,0.455,0,0,1,0,0,2,0,0,6,8,5,5.7,0,6,8,5,5.9,0
1,3.636,2,1,3.355,0,0,1,0,1,1,1,0,6,8,6,6.583,0,6,6,6,6.5,0
1,3.636,1,1,2.391,0,0,1,0,1,1,0,3,7,10,6,6.417,2,8,8,5,5.9,1
1,3.455,2,1,2.727,0,0,1,0,0,1,0,0,6,8,6,7.062,0,6,10,5,7.25,1
1,3.273,3,3,3.055,0,0,1,0,0,1,0,0,5,10,3,5.833,0,5,5,5,6.5,1
1,2.727,3,3,5.455,0,0,0,0,0,3,0,0,7,18,6,5.125,0,7,14,4,5.625,0
1,0.909,3,3,2.727,0,0,1,0,0,3,0,1,7,16,6,6.257,0,7,15,4,5.875,0
1,2.727,1,2,1.936,0,0,1,0,0,2,0,9,13,17,10,5.75,7,13,18,9,5.222,0
0,1.818,3,3,5.455,0,0,0,0,0,3,0,0,5,5,1,5.0,0,5,5,0,0.0,0
1,3.364,3,1,3.018,0,0,1,0,1,1,0,0,6,7,6,7.857,0,6,17,5,6.389,1
0,3.636,3,3,3.636,0,0,1,1,0,2,0,2,6,9,4,6.25,3,7,7,4,5.5,0
1,4.636,2,1,4.355,0,0,0,1,0,1,0,0,5,6,3,6.0,0,5,5,4,6.375,0
1,2.727,3,3,0.909,0,1,1,1,0,2,0,0,5,11,0,0.0,0,5,5,0,0.0,0
1,3.918,3,3,2.727,0,0,1,1,0,3,0,0,5,9,4,6.125,0,5,8,4,5.875,1
1,3.918,2,2,3.727,0,1,0,1,0,3,0,0,4,5,0,0.0,0,4,4,0,0.0,0
0,3.918,3,3,3.982,0,0,1,1,0,3,0,0,5,5,5,6.8,0,5,5,5,7.1,1
0,1.818,3,3,5.455,0,0,1,1,0,3,0,0,5,6,5,6.1,0,5,9,5,5.9,1
1,3.182,3,3,3.309,0,0,1,1,1,1,0,0,6,7,6,6.143,0,6,7,6,6.667,1
1,3.636,1,2,5.818,0,0,1,1,0,3,0,1,5,12,3,6.0,1,5,8,4,6.5,1
1,2.818,1,1,2.264,0,0,1,1,1,1,0,0,7,9,6,6.671,0,8,10,7,5.825,1
1,3.918,3,3,1.818,0,1,1,1,0,2,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,5.182,1,1,5.436,0,0,1,1,0,1,0,5,12,12,11,7.136,5,12,12,11,7.409,1
1,3.455,1,3,2.536,0,0,1,0,1,1,0,0,7,9,7,6.069,0,8,9,8,6.456,1
1,6.727,3,3,6.891,0,0,1,0,0,1,0,0,6,7,6,7.083,0,6,7,6,7.429,1
1,4.273,1,1,3.418,0,0,1,0,0,1,0,0,7,7,7,6.764,0,8,9,8,7.328,1
0,2.909,3,2,3.073,0,0,1,0,0,1,0,0,6,8,5,6.0,0,6,8,6,5.5,1
1,3.091,1,1,3.282,0,0,1,0,0,1,0,0,5,5,5,5.7,0,6,11,1,5.5,0
1,2.727,1,2,2.7,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,2.455,1,2,2.873,0,0,1,0,0,1,0,6,12,12,12,6.458,4,11,16,11,7.25,1
1,4.545,1,3,0.909,0,0,1,0,1,1,0,0,7,8,7,6.819,0,8,8,8,7.194,1
1,3.636,2,3,3.418,0,0,1,0,0,1,0,0,7,10,7,6.45,0,8,15,7,6.071,0
1,4.364,1,3,3.864,0,0,1,0,1,1,0,0,8,8,7,7.18,0,8,8,7,7.18,1
1,4.727,1,1,3.727,0,0,1,0,0,1,0,0,8,8,7,7.35,0,8,8,7,7.35,1
1,2.909,2,2,2.118,0,0,1,0,1,1,0,0,7,7,7,6.5,0,8,8,8,7.531,1
1,3.727,1,1,2.9,0,0,1,0,0,1,0,0,6,6,6,6.75,0,6,6,0,0.0,0
1,2.727,3,1,2.573,0,0,1,0,0,1,0,0,5,11,5,6.167,0,5,7,5,6.3,1
1,3.727,1,2,2.618,0,0,1,0,0,1,0,0,5,6,5,6.7,0,5,6,5,6.5,1
1,2.727,3,3,4.845,0,0,1,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,6.364,1,2,5.973,0,0,1,0,0,2,0,7,12,17,11,7.364,4,9,10,7,7.071,1
1,6.091,1,1,5.809,0,0,1,0,0,1,0,0,6,7,6,8.286,0,6,6,6,7.833,1
1,5.455,2,1,4.345,0,0,1,0,0,1,0,0,7,10,7,7.572,0,8,8,8,7.871,1
1,5.273,1,3,4.845,0,0,1,0,1,1,0,0,7,7,7,6.721,0,8,8,8,7.537,1
1,2.727,3,3,3.018,0,0,1,0,0,1,0,0,5,8,5,7.083,0,5,6,4,5.875,1
1,6.182,1,1,4.591,0,0,1,0,1,1,0,0,6,9,6,5.667,0,6,6,6,6.167,1
1,5.0,1,2,3.636,0,0,1,0,0,1,0,0,8,8,8,6.881,0,8,8,8,6.881,1
1,0.909,1,3,1.345,0,1,0,0,0,1,0,2,7,9,5,5.8,5,9,9,5,5.0,0
0,4.182,3,3,3.864,0,1,1,0,1,1,0,1,6,7,4,6.375,1,6,8,5,6.5,1
1,5.273,2,1,4.227,0,0,1,0,0,1,0,0,6,13,6,7.654,0,6,9,6,7.0,1
1,3.636,1,1,3.636,0,0,0,0,0,1,0,1,6,12,5,6.643,0,6,10,4,6.0,0
1,3.636,1,1,9.091,0,0,1,0,0,2,0,1,7,7,7,7.379,1,8,9,8,7.039,1
